id,text,title,skills
job-00276,"Centurion Consulting Group is looking for a Software Development Manager This is a DIRECT HIRE and requires a local candidate in Mclean, VA. This role is a hybrid role. 
Primary Responsibilities:Must have Staff management & development, supervising a team of approximately 15-20 people.Staff planning, including adjusting to shifting priorities and solving problems quickly.Mentoring staff to maintain high levels of performance and positive morale.Collaborate with internal functional and project managers, and customers in forming strategies to improve performance.Act as scrum of scrums master to manage work streams of multiple sprint teams.Manage release plan and road map for agile development.Lead scrum team as scrum master for multiple projects.Serve as Subject Matter Expert (SME) on Agile development methods and processes.Manage software development processes using GitHub, Atlassian Jira and Confluence, Sonar Cloud.Basic Qualifications:B.S. in computer science, engineering, or other science disciplines with 8+ years of prior relevant experience, or Master's degree with 6+ years of prior relevant experience.Hands-on experience coding with C++ andor JavaJ2EE software development.Skilled in designing, developing, and managing applications using both relational and non-relational databases.Understand and leverage common software development architectural styles and patterns (SOA, Microservices, etc.).Understand and apply quality techniques and practices (automated unit testing, Test Driven DesignDevelopment, continuous integration).Familiarity with communication protocols, such as TCP, UDP, SNMP.Design and develop fully scalable applications.Professional writing and oral presentation skills.Strong knowledge of software development methodologies and life cycle.Knowledge or experience analyzing or developing ITS andor control systems.Experience developing real-time, embedded software is a plus.Version control architecture and management skills.Experience developing architecture and designing complex systems.Strong knowledge of ITS, V2X.Knowledge of NTCIP, SAE, and IEEE standards as they pertain to ITS and Connected Vehicle domains.Experience in business and proposal development.You Might Also Have:Experience with Software Architecture and Software Release.Experience with message queuesmessage brokersdata streaming such as Apache Kafka, and NATS.Experience developing and consuming SOAP andor REST web services using specifications such as Open API.Experience developing user interfaces and web pages using frontend website development tools such as HTML5, CSS3, JavaScript, React, etc.Experience with automation or robotics principlesBasic familiarity with the physics of a moving vehicle, especially as relates to lateral control and steering.Experience with Robot Operating System (ROS)Experience working with or implementing telematics systems and data visualization technologies.Experience with Git, Docker (including Docker-compose), and continuous integrationcontinuous deployment using Docker and Sonar Cloud.Experience with Spring frameworkExperience working on Agile projects and working with Agile toolsets, such as JIRA and ConfluenceHands-on experience developing code with UnityHTC ViveHighly proactive, self-motivated, and has sharp self-time management.Detail-oriented, highly organized, and strong ability to multi-task.Ability to flourish within a dynamic, fun team environment as well as work independently.Flexible and comfortable with changing direction and competing priorities.Clearance Required:Ability to obtain and maintain a Public Trust security clearance (which includes three years of immediate residency in the US).
Position Details: Clearance: Ability to Obtain a Public TrustUS Citizenship or Authorization to work in US required.Travel: < 10% (CONUS)Centurion Consulting Group, LLC is an Equal Opportunity Employer EOE MFDVNo third parties or subcontractors",Centurion Consulting Group is looking for a Software Development Manager This is…,agile;c;c++;communication;confluence;data visualization;docker;git;github;javascript;jira;kafka;mentoring;microservices;presentation;react;scrum;spring;time management;unit testing
job-00277,"Status: 12-Month ContractJob Title: Senior Software EngineerLocation: 100% RemoteSalary: $70-80hr
About the company:For over 25+ years, we have established clear expertise and integrity in legal, administrative, compliance, and workplace transformation services. We thrive on the biggest challenges, whether from midsize enterprises, Fortune 100 companies, or G7 government departments. By employing time-tested processes and cutting-edge technology alongside a relentless drive for reliable service, we produce major bottom-line results for our clients: reduced costs, mitigated risk, improved productivity, and more efficient resource allocation. Our clients trust us as key partners providing innovative solutions, sound counsel, and comprehensive administrative support.

Senior Software Engineer:This position entails the development and modification of modifications, extensions, or integrations to MS Dynamics CRM 365, Project Operations, & and Azure-based implementation for high-volume, mission-critical use. The role will primarily focus on hands-on coding of the project using the CRM SDK, C#, HTML, and JavaScript technologies. Proven ability to organize workload and priorities complete tasks on time & and work effectively in a team environment. Acts as a resource for other software engineers; and a liaison between department manager and other analysts, as well as the business team.
Senior Software Engineer Responsibilities:Playing Senior Developer role for managing delivery, risk mitigation, and technical assistance to the team.Ability to draftdocument technical designsTake ownership and assume end-to-end responsibility from the design phase to implementation.Able to specify, plan, and deliver new or updated application functionality.Seasoned in understanding applications, data interfaces, and hosting environments.Plan the delivery of new or functionality enhancements.As part of the Applications team support the change management process on existing systems and implement new solutions in line with project implementations
Senior Software Engineer Qualifications and Requirements:6+ years of CRM SDK and Developers Toolkits.Microsoft Project 365 CSE and Project Operations experience.Microsoft Project 365 RSO experience is a plus.Canvas App and Model Driven App codingmodeling.Function App coding and deployments.PCF Control development (react coding).Visual Studio.Strong Proficiency in developingcoding support.
 Microsoft Dynamics 365 Plugins, Workflows using:JavaScript, HTML, SilverLight, InfoPath, Power Apps.Utilization of Azure DevOps platform.Strong Power Automate configurationcoding.The technical level of experience with SQL Server. Management Studio (SSMS) and proficiency with SQL queries.Experience with data migration (SSIS) tools such as Kingsway Soft andor Batch Operations.Experience with API or rest services integrations with PowerApps.Good knowledge of designing low-code portals for external users using Microsoft Power Apps.Experience with (MS-SQL Server 2012 & and above). database development, querying, analysis, writing, and reviewing stored procedures, functions, and views using Transact SQL (Level of knowledge - Intermediate).Experience with Business Processes.Outstanding troubleshooting and technical support skills.Experience writing multi-tier components for high-volume systems.Strong oral and written communication skills. Advanced degree or training in a related technical field preferred.
Distinguishing features for a Senior Software Engineer, in addition to those listed above, may include:2+ additional years of experience developing software in C#.NETASP.NET.Advanced degree or training in a related technical field preferred.
Distinguishing features for a Lead Software Engineer, in addition to those listed above, may include:1+ additional years of experience developing software in C#.NETASP.NET.Prior experience leading teams in a professional, open, and forthcoming manner.Experience with legacy Dynamics versions and Dynamics 365 is preferred.",Status: 12-Month ContractJob Title: Senior Software EngineerLocation: 100% Remot…,azure;c;c#;communication;devops;html;javascript;react;sql;sql server;training
job-00278,"Company: H2O Care Partners
Position: Staff Accountant
Website: https:www.h2ocarepartners.com
 
Company Description: H2O Care Partners pursues partnerships with like-minded water entrepreneurs who are focused relentlessly on their teams and on bringing quality water solutions to more people. Whether you are succession planning or looking to drive transformational growth in your business, we can create a custom partnership that fits your goals.
 
Backed by Shore Capital Partners - one of INC.s Top 50 Founder-Friendly Firms of 2020 and 2021, with 700+ company partnerships and results in top 1% of all Private Equity groups
 
Reporting Structure: Reports to Accounting Manager and Director of Accounting and Finance
 
Position Location: Lincoln St, Boston, MA  hybrid 2-3 daysweek in office
 
Responsibilities: The Staff Accountant will be responsible for the day-to-day process and procedures for the financial reporting for the company. They will report to the Accounting ManagerDirector of A&F and will have potential for rapid growth within the company.
 
 Assisting with financial reconciliation packages and account reconciliations in accordance with GAAP
 Build out AP processes and payment cycle for multiple entities
 Manage AP processing at all locations.
 Reconcile accounts payable and receivables
 Assisting in the hiring process of an AP associate and potentially overseeing this role
 Assisting with the design of accounting processes and infrastructure
 Assisting with the year-end audits
 Assisting with payroll processing
 
CompanyPosition Highlights:
 Opportunity to work with great mentors in a high visibility type of role, with plenty of opportunities for career growth.
 PE Backed Company
 Start-up environment
 Opportunity to own, develop, and design your own processes.
 Rapidly growing company, acquisition focused.
 
Compensation: $75,000 to $80,000
 
Qualifications:
 Minimum 3+ years of experience in Accountant roles (public accounting experience preferred)
 Strong excel and interpersonal skills
 Experience with Sage andor QuickBooks accounting systems preferred.
 CPA preferred but not necessary
 
 
Software Package:
 Sage Intacct, Inc., QuickBooks, Service Titan, Chase CF360, Proliant (payroll)",Company: H2O Care Partners,accounting;excel;reporting
job-00279,"We are seeking a highly motivated Revenue Accountant to join our growing team. The Revenue Accountant will be responsible for ensuring accurate and timely revenue recognition in accordance with ASC 606 and compliance with SOX controls. This position reports directly to the Head of Commercial Finance.  Key Job Responsibilities:  Ensure compliance and timely revenue recognition with GAAP, ASC 606 and company policies. Prepare and analyze revenue-related financial reports, including revenue reconciliations and revenue recognition schedule.Collaborate with cross-functional teams to ensure accurate revenue recognition of newly signed contractsEnsure compliance with all regulatory requirements related to revenue recognition.Prepare revenue-related journal entries and account reconciliations as part of the month-end close process. Assist in the preparation of financial statements and other ad hoc financial analysis as needed.Analyze and interpret revenue-related data to identify trends and variances that will help provide insight to the business on revenue.Assist with external financial audits and provide support for revenue-related inquiries.Stay up-to-date on changes in revenue recognition standards, regulations and best practices. Other duties as assigned by the Head of Commercial Finance.  Qualifications: Bachelor's degree in Accounting, Finance or related field required3+ years of relevant accounting experience, preferably in the biotechnology or life sciences industry.Strong understanding and working knowledge of GAAP, ASC 606 and SOX controls.Excellent analytical and problem-solving skills.Strong attention to detail and accuracy.Excellent communication and interpersonal skills.Ability to work independently and as part of a team.Proficiency with Microsoft Excel and experience with ERP systems.Knowledge and experience with NetSuite (ERP) and Xifin (Billing System) is a plus. Location: Elmwood Park",We are seeking a highly motivated Revenue Accountant to join our growing team. T…,accounting;communication;excel;financial analysis
job-00280,"Key Responsibilities:Create intricate wiring networks and electrical subcomponents for both prototype systems and their seamless integration into fuel cell-powered equipment.Conduct comprehensive tests, diagnoses, and repairs at the level of individual components, subsystems, and the overall system.Collaborate on the generation of electrical schematics and detailed bills of materials.Participate in safety assessments to ensure alignment with safety protocols for prototypes and finalized systems.Interface with engineering teams to ensure compliance with product interface requirements.Ensure system longevity and reliability through effective maintenance planning and execution.Regularly calibrate and fine-tune electrical elements to uphold system precision and stability.Occasional travel to customer and partner locations.Fulfill additional responsibilities as assigned by management.
Requirements:Demonstrate strong mechanical and electrical acumen along with exceptional teamwork capabilities.Minimum of 5 years of practical experience in electrical technician or related roles.Certified to work on high-voltage systems in accordance with NFPA 70E (or equivalent) training.Proficient verbal communication skills, vital for interactions with manufacturing, engineering, and other teams both directly and through digital channels.Proficiency in fabricating electrical harnesses, cables, and devices based on wire schematics.Skilled at debugging and troubleshooting mechanical and electrical systems.An Associate's or Bachelor's degree in Electrical Engineering is preferred.Exhibit passion for innovation, sustainability, and pushing the boundaries of agricultural technologies.Possess adaptability to excel within a dynamic, fast-paced work environment.",Key Responsibilities:Create intricate wiring networks and electrical subcomponen…,communication;excel;teamwork;training
job-00281,"Personal development and becoming the best you is all about growth and exploring new skills and opportunities  both in and out of the office. At Accruent, we call this Grow Without Limits, and were proud to offer each of our employees the resources, coaching and support necessary to achieve Growth Without Limits in their personal and professional lives. Explore where the path takes you.
Why You Want To Work For Our Engineering Team
The Engineering team is vital to the success of our current and emerging software developments. As part of this team, you will be able to deliver enhancements and customizations on new and existing products to make an impact for the business and our customers. As we continue to expand our product suite, we look for innovative team members to persevere in the ever-changing environment of technology. Our goal is to optimize our products to make sure our customers are mission ready!
The Software Engineer is responsible for coding, testing, and implementing products for Accruents Maintenance Connection Enterprise Asset Management software suite. Responsibilities include mentoring entry level Software Associates, reviewing technical requirements, and developing code in a variety of programming languages for a web-based enterprise application.
The ideal candidate will be highly motivated and have a passion for technology and creative problem solving. If you are self-driven, enjoy working in a team environment, have an entrepreneurial spirit and enjoy creating innovative solutions to sophisticated problems, Accruent may be a fit for you!
This role will be working onwith our Maintenance Connection product within the Asset Management Services industry. Maintenance Connections software optimizes maintenance operations, delivering the critical insights and centralized data needed for better decision-making, lower costs, and total compliance with federal and state reporting, indirect cost audits and sustainability requirements.
This position reports directly to the Engineering Manager.
How You'll Make a Difference
Create code that meets design specifications, follows standards, and is easy to maintain . When required, makes suggestions for new designs.Perform and design testing protocols to ensure that the product is fully tested.Ensure that all enhancements, bug fixes, and new products are documented.Work with various teams in the organization to ensure appropriate project requirements are met.Mentor entry level Software Associates on engineering and company best practices.Ability to teach other non-technical customersother team members information about the code.Participate in a Development team that is responsible for developing quality software.Create product using a test-driven design approach.Ability to carry out all policies and procedures as established by the team, department or company at large.Consistently demonstrate Accruents values: grit, integrity, drive to excellence, results orientation, winning attitude, humility.
What You Bring To The Table
Bachelors Degree in Computer Science or equivalent experience.2+ years of professional software development experience.Expertise in the following: JavaScript, Node.js ecosystem, HTML, CSSExperience with .NET Framework 3.5, MVC, Entity Framework, OData, React + ReduxSQL-likeRelational database design and usageClear understanding of software development practices and lifecycles.Solid understanding of Object-Oriented concepts.Knowledge of or familiarity with REST APIs.Self-reliant and motivated self-starter.Project and task oriented with a focus on details.Ability to work well within group or individually on projects.
Preferred Skillsexperience
Experience with industry best practices and Agile development methodologiesAn appreciation for unit testing and test-driven development (TDD)Curiosity about new technologies & languagesFamiliarity with developing on an enterprise-level SaaS (Salesforce, ServiceNow, etc.)
Please Note
This job does not require travel domestically or internationally, This is a full-time, exempt opportunity. Relocation will not be considered for this position. At this time, visa sponsorship is not available. 
The salary range for this position is $77,200 - $143,400. This position is also eligible for a bonus as part of the compensation package.
Base pay offered may vary depending on various factors, including, but not limited to: job-related knowledge; skills; experience; and other eligibility factors such as geographic location. The Total Rewards package includes competitive base pay and an opportunity to enroll in a variety of benefit programs, generally including health insurance, flexible spending accounts, health savings accounts, retirement savings plans, life and disability insurance programs, and several programs that provide for both paid and unpaid time away from work.
About Accruent
At Accruent (a subsidiary or affiliate of Fortive Corporation), we strive to be on the cutting edge of the software world, providing purpose-built intelligent solutions that raise customer expectations, shift paradigms and transform the way businesses operate and achieve success.
We aim to provide the same transformational growth for our 1,000+ employees which includes a vibrant office culture in major cities like Austin and Amsterdam  and 10,000 customers in more than 150 countries  we know youll gain new experiences along the way. In our continued effort to help our teams Grow Without Limits, we provide all employees with the resources, coaching and support they need to reach new heights and experience true professional and personal development  and we do this because we believe it will help us grow as a global company in return.
Every person can bring something incredible to the table, and we can always achieve more together. So, if you are courageous, adaptable, collaborative and interested in becoming the best you, we encourage you to join us for the ride  even if you dont believe you have the exact experience to fill a particular role.
Explore the path. Join Accruent.
About Fortive
Fortives essential technology makes the world stronger, safer, and smarter. We accelerate transformation across a broad range of applications including environmental, health and safety compliance, industrial condition monitoring, next-generation product design, and healthcare safety solutions.
We are a global industrial technology innovator with a startup spirit. Our forward-looking companies lead the way in software-powered workflow solutions, data-driven intelligence, AI-powered automation, and other disruptive technologies. Were a force for progress, working alongside our customers and partners to solve challenges on a global scale, from workplace safety in the most demanding conditions to groundbreaking sustainability solutions.
We are a diverse team 17,000 strong, united by a dynamic, inclusive culture and energized by limitless learning and growth. We use the proven Fortive Business System (FBS) to accelerate our positive impact.
At Fortive, we believe in you. We believe in your potentialyour ability to learn, grow, and make a difference. At Fortive, we believe in us. We believe in the power of people working together to solve problems no one could solve alone. At Fortive, we believe in growth. Were honest about whats working and what isnt, and we never stop improving and innovating.
Fortive: For you, for us, for growth.
Fortive Corporation and all Fortive Companies are proud to be equal opportunity employers. We value and encourage diversity and solicit applications from all qualified applicants without regard to race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity or expression, or other characteristics protected by law. Fortive and all Fortive Companies are also committed to providing reasonable accommodations for applicants with disabilities. Individuals who need a reasonable accommodation because of a disability for any part of the employment process should ask to speak with a Human Resources representative to request an accommodation.
",Personal development and becoming the best you is all about growth and exploring…,.net;agile;database design;html;human resources;javascript;mentoring;node.js;problem solving;react;reporting;salesforce;tdd;unit testing
job-00282,"Location: Tampa, FL
Exp: 7-10 Yrs
SPOC: Tushar Kshirsagar
Key Skills: Angular 10 or above, JavaScript and HTML5 and working knowledge of Typescript
Job Description: ""LTIMindtree is a global technology consulting and digital solutions company that enables enterprises across industries to reimagine business models, accelerate innovation, and maximize growth by harnessing digital technologies. As a digital transformation partner to more than 750 clients, LTIMindtree brings extensive domain and technology expertise to help drive superior competitive differentiation, customer experiences, and business outcomes in a converging world. Powered by nearly 90,000 talented and entrepreneurial professionals across more than 30 countries, LTIMindtree  a Larsen & Toubro Group company  combines the industry-acclaimed strengths of erstwhile Larsen and Toubro Infotech and Mindtree in solving the most complex business challenges and delivering transformation at scale. For more information, please visit www.ltimindtree.com
Job Purpose:
7+ year of hands on experience on Angular 10 or above.
Ability to design reusable components and deliver functionality as individual contributor.
Key Responsibilities:
 Developing Single Page Application in Angular 10+. Translating mockup into HTML Working with backend team to integrate Rest APIs with Angular Components. Finalizing JSON contract with backend team. Making application compatible for both Edge and Chrome browsers Ability to troubleshoot UI issues quickly and provide resolution
Skills:
 Proficiency with Angular 10 or above, JavaScript and HTML5 and working knowledge of Typescript. Basic working knowledge of NODEJS and CSS. Hands on experience on building Angular project from scratch Creating self-contained, reusable, and testable modules and components Ability to develop end to end single page apps Working knowledge of PrimeNG and AgGrid Ability to transform mockups into HTML Working knowledge of VSCode, Git tools Team work Good written & verbal communication skills Good analyzing capabilities, to break complex problems into simpler ones.
Mandatory Certification: Angular Level 1  Level 2
Our client requires all the employees working on this engagement to be COVID-19 vaccinated. If you need a reasonable accommodation for a sincerely held religious belief or medical condition, please contact covid-19@lntinfotech.com
How will you grow?
 Role-based Training programs Continuing Education Programs (CEP) to enhance your knowledge, skills, and attitude as a professional. We encourage you to acquire various beneficial international certifications, with costs s reimbursed. Our role-based workshop helps us groom future leaders for LTIMindtree.
What's in it for you?
 Excellent benefits plan: medical, dental, vision, life, FSA, & PTO Roll over vacation days Commuter benefits Excellent growth and advancement opportunities Certification reimbursement Rewards and recognition programs Innovative and collaborative company culture
LTIMindtree is an equal opportunity employer that is committed to diversity in the workplace. Our employment decisions are made without regard to race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), gender identity or expression, national origin, ancestry, age, family-care status, veteran status, marital status, civil union status, domestic partnership status, military service, handicap or disability or history of handicap or disability, genetic information, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientation or preference, or any other characteristic protected by applicable federal, state, or local law, except where such considerations are bona fide occupational qualifications permitted by law.
""","Location: Tampa, FL",angular;communication;css;git;html;javascript;training;typescript
job-00283,"Primary Location: Melbourne, Florida
V-Soft Consulting is currently hiring for an Application Software Engineering V for our premier client in Melbourne, Florida.
Education And Experience 
Years of Experience: 15+ years.Bachelors Degree in Computer Science or in STEM Majors (Science, Technology, Engineering and Math).12+ Years of experience in architecture, software design and cloud technologies.Proven understanding of software and system level design patterns using Java and related software ecosystems.Need experienced application architects or design engineers who are experienced with building cloud native applications using microservice and event Driven architecture.
Desired
Hands-on experience with cloud native technologies, deployment and customer engagement.Proven experience in designing and building microservices.Experience in Red Hat technologies such as Quarkus, Red Hat SSO, RHEL.Experience with distributed SQL systems, messages systems such as AMQP, Kafka.Experience with Rally, Jira, or other defectwork tracking tools. Capable of generating Agile metrics reports (burn-up, burn-down, velocity, etc.) and interpreting the results for larger audiences.
Knowledge, Skills And Abilities 
Advanced understanding of Kubernetes, software design patterns for HA and building observable microservices.Ability to understand the technology stack and its impact on the final product.Superior knowledge of the Software Development Life Cycle and strong collaboration history with Quality Engineering and Dev Ops teams.Strong problem-solving abilities and capable of articulating specific technical topics or assignments to others. Ability to break down complex problems and estimate level of effort.Understanding of microservice based and message driven architectures.Excellent communication skills and the ability to interface with senior leadership with confidence and clarity.Skilled in providing oversight and mentoring team members. Shows ability to effectively delegate work.Able to work under minimal supervision.Able to work well with global teams, including time-zone flexibility.
What Youll Do
Job Responsibilities:
Lead and coordinate the domain technical and business discussions relative to architecture direction across the product functional group.Apply Cloud Native Architecture that utilizes Microservices Software Development Principles and Event Driven Architecture.Serve as a Subject Matter Expert (SME) for the Dispatch technical architecture including tool, shared libraries and runtime efficiency.Mentor and teach the engineering population on best practices.Provide accurate and timely status of Content plan and current execution status to client engineering leadership.Drive delivery of configurable product architecture to solve common problems driving towards product architecture vision. Deliver framework components and design guidelines for services and library components.Engage frequently (80%) with the development team; facilitate discussions, provide clarification, story acceptance and refinement, testing and validation; contributes to design activities and decisions.Demonstrate expert level skill in problem decomposition and ability to navigate through ambiguity.Coach and Mentor junior team membersWork with software development teams to deliver application architecture, software framework components that achieve architectural objectives and accelerate software delivery.Work hand in hand, hands-on with the software development team.Maintain overall industry knowledge and trends to show leadership to employee base and customers.
Interested?
Qualified candidates should send their resumes to ssahu@vsoftconsulting.com
V-Soft Consulting Group is recognized among the top 100 fastest growing staffing companies in North America, V-Soft Consulting Group is headquartered in Louisville, KY with strategic locations in India, Canada and the U.S. V-Soft is known as an agile, innovative technology services company holding several awards and distinctions and has a wide variety of partnerships across diverse technology stacks.
As a valued V-Soft Consultant, youre eligible for full benefits (Medical, Dental, Vision), a 401(k) plan, competitive compensation and more. V-Soft is partnered with numerous Fortune 500 companies, exceptionally positioned to advance your career growth.
V-Soft Consulting provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
For more information or to view all our open jobs, please visit www.vsoftconsulting.com or call (844) 425-8425.
#Jobs
","Primary Location: Melbourne, Florida",agile;collaboration;communication;java;jira;kafka;kubernetes;leadership;mentoring;microservices;sql
job-00284,"At Oregon Specialty Group the Accounting & Payroll department is crucial to this mission because we serve the OSG partners, leadership team and employees. We do this by maintaining internal controls to safeguard assets, ensure financial data integrity and adhere to applicable laws and regulations, providing accurate and appropriate payment for goods and services to vendors and employees, and producing timely, comprehensive and accurate financial reports and data.Currently we are looking for a Staff Accountant at our business office downtown Salem, Oregon.
Position OverviewThe Staff Accountant is key to department success because they ensure accuracy, efficiency and compliance within the department. They also help maintain regulations and laws of accounting procedures, record keeping and reporting.
Essential Job FunctionsPosting journal entriesPreparing financial reportsMonth end reconciliationsReconciling and auditing company credit card transactionsAssist with owners compensation modelAssist with Accounts Payable and Accounts Receivable processesAssist with appropriate tax filing preparationAssist with providing appropriate documentation for auditsHandling sensitive or confidential information with honesty and integrityPerform clerical duties, maintain files, and organize documentsAssist with other projects as assigned
Required Qualifications1-3 years of experience in Accounting or related field orBachelors Degree in Accounting or Business Administration or equivalentGeneral understanding Generally Accepted Accounting Principles
Preferred QualificationsHigh attention to detail and accuracyStrong communication and interpersonal skillsExcellent organization and time management skillsTakes initiative and seeks out areas of improvementProficiency using technology and software, especially Excel, Adobe and QuickBooks Online
CompensationStarting at $29.62HR DOE
Would you thrive in this position?Do you enjoy problem solving and critical thinking?Can you develop relationships based on mutual respect and appreciation with the Accounting and greater OSG teams?Are you able to create and maintain a system of prioritization and organization to manage workload and competing projects?Can you maintain the highest level of confidentiality, integrity, credibility and competence?Do you appreciate the importance of the accounting function and how the minute details affect the big picture?",At Oregon Specialty Group the Accounting & Payroll department is crucial to this…,accounting;communication;critical thinking;excel;leadership;problem solving;reporting;time management
job-00285,"Senior Property AccountantBaltimore Peninsula (Hybrid)$100K + 20% Bonus + Great Benefits
Reporting to an AWESOME hiring manager and working for a well respected Real Estate firm in the Baltimore market, there are a TON of cool perks and events attached to this opportunity!
40-45 hour work weeks, upward mobility  career progression and a great culture full of former Big-4 and regional public accounting people who will provide great mentorship!
The ideal candidate comes from Public Accounting with Real Estate clients OR directly from a Real Estate company.
3-7 years' of experience is ideal.
CPA is a plus.
Apply directly to learn more!",Senior Property AccountantBaltimore Peninsula (Hybrid)$100K + 20% Bonus + Great …,accounting;reporting
job-00286,"ServiceNow BA perspective, here are some of the requirements: Years of experience: 8+ yrs as a Business Analyst. Scrum Master experience is plus. ServiceNow certifications preferred CSA & SAFE Scrum Master. Cloud knowledge & experience helpful (AWS, AWS certifications, Azure) Enterprise Infrastructure experience desired1. Education and Experience: A bachelor's degree in a relevant field such as Computer Science, Information Technology, Business Administration, etc. Previous experience as a Business Analyst, especially in the IT Service Management domain.2. ServiceNow Knowledge: Demonstrated knowledge and experience with ServiceNow platform functionality, modules, and applications. Familiarity with ITSM processes, Incident Management, Change Management, Problem Management, and Service Catalog is often required.3. Analytical Skills: Strong analytical and problem-solving skills to identify business needs, analyze requirements, and translate them into practical ServiceNow configurations.4. Communication and Collaboration: Excellent communication skills to work closely with stakeholders, gather requirements, and manage expectations. A Business Analyst must be able to articulate technical concepts to non-technical team members and vice versa.5. Process Mapping and Design: Experience in process mapping, workflow design, and process improvement initiatives to optimize and align business processes with ServiceNow capabilities.6. Requirement Gathering: Proficiency in gathering business requirements, functional specifications, and user stories.7. Documentation: Strong documentation skills to create detailed functional and technical specifications, business process documentation, and use cases.8. Configuration and Customization: Knowledge of ServiceNow configuration and customization options, including Business Rules, Client Scripts, UI Policies, and other customization techniques.9. Change Management: Understanding of Change Management principles and best practices, as changes to ServiceNow configurations can impact business operations.","ServiceNow BA perspective, here are some of the requirements: Years of experienc…",aws;azure;collaboration;communication;scrum
